ID,ElevationIV,SLPangleIV,ProflieCVTIV,RoadDISTIV,LINEDISTIV,RSMTIV,LanduseIV,TopographyIV,NDVIIV,Class
386322,0.254,0.0856,0.0682,0.4077,0.009,0.0005,0.3149,0.095,0.006,landslide
385631,0.254,0.0002,0.0682,0.2612,0.5719,0.000932773,0.3149,0.095,0.1678,landslide
385642,0.0254,0.0002,0.0367,0.2612,0.5719,0.000932773,0.3193,0.095,0.2815,landslide
389633,2.0808,0.0856,0.0367,0.4077,0.1484,0.0417,0.3193,0.095,0.2815,landslide
397815,0.254,0.0002,0.0367,0.2612,0.1484,0.0005,0.3193,0.095,0.2815,landslide
391806,0.254,0.0002,0.0367,0.0362,0.009,0.0005,0.2328,0.095,0.5389,landslide
393928,0.3338,0.0543,0.0367,0.1801,0.1484,0.0174,0.3149,0.2153,0.0873,landslide
393996,0.254,0.0856,0.0367,0.2612,0.0041,0.0005,0.3149,0.095,0.1678,landslide
394563,0.254,0.0002,0.0682,0.0032,0.1484,0.0174,0.3193,0.095,0.2815,landslide
395619,0.254,0.0856,0.0682,0.1077,0.1484,0.0005,0.3149,0.095,0.2815,landslide
396758,0.254,0.0856,0.0682,0.1801,0.1484,0.0174,0.3149,0.095,0.0079,landslide
399992,0.254,0.0856,0.0682,0.0032,0.1484,0.0174,0.3149,0.2153,0.2815,landslide
402737,0.254,0.0856,0.0682,0.4077,0.1484,0.0174,0.3193,0.2153,0.1678,landslide
404901,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.2153,0.1678,landslide
404996,0.254,0.0002,0.0367,0.0032,0.1484,0.0174,0.3193,0.095,0.5389,landslide
405478,0.3338,0.0002,0.0367,0.4077,0.1484,0.0174,0.3193,0.2153,0.2815,landslide
409837,0.254,0.0002,0.0682,0.2612,0.009,0.000932773,0.3193,0.2153,0.1678,landslide
414771,0.254,0.0856,0.0682,0.2612,0.1484,0.2263,0.3193,0.2153,0.006,landslide
410459,0.0254,0.0856,0.0367,0.4077,0.009,0.0005,0.0183,0.095,0.1678,landslide
411012,0.254,0.0002,0.0367,0.4077,0.009,0.0005,0.3193,0.095,0.006,landslide
415923,0.0254,0.0002,0.0682,0.0032,0.1484,0.0174,0.3193,0.2153,0.006,landslide
413719,0.254,0.0856,0.0367,0.4077,0.1484,0.0174,0.3193,0.2153,0.0079,landslide
414799,0.3338,0.0543,0.0367,0.1801,0.1484,0.0174,0.1025,0.2153,0.2815,landslide
413767,0.254,0.0856,0.0682,0.0032,0.009,0.0005,0.3149,0.095,0.2815,landslide
419190,0.3338,0.0543,0.0367,0.4077,0.1484,0.0174,0.0104,0.2153,0.0079,landslide
428529,0.3338,0.0543,0.0367,0.1801,0.1484,0.0174,0.3149,0.2153,0.1678,landslide
427428,0.3338,0.0002,0.0367,0.1801,0.1484,0.000932773,0.1381,0.2153,0.1678,landslide
430721,0.254,0.0856,0.0682,0.0032,0.1484,0.000932773,0.3149,0.2153,0.006,landslide
432318,0.254,0.0002,0.0367,0.0032,0.0041,0.000932773,0.3193,0.095,0.0079,landslide
433422,0.254,0.0002,0.0367,0.1801,0.009,0.000932773,0.3193,0.095,0.0079,landslide
436174,0.254,0.0856,0.0682,0.4077,0.009,0.000932773,0.0183,0.095,0.2815,landslide
440040,0.254,0.0002,0.0367,0.0032,0.009,0.000932773,0.3149,0.2153,0.5389,landslide
442799,0.254,0.0002,0.0367,0.4077,0.009,0.000932773,0.3149,0.2153,0.2815,landslide
443356,0.3338,0.0543,0.0367,0.4077,0.1484,0.0174,0.1025,0.2153,0.2815,landslide
443890,0.254,0.0856,0.0367,0.0032,0.009,0.000932773,0.3193,0.2153,0.1678,landslide
444417,0.254,0.0856,0.0682,0.4077,0.1484,0.000932773,0.1381,0.2153,0.1678,landslide
445557,0.254,0.0002,0.0682,0.4077,0.1484,0.0174,0.0183,0.2153,0.1678,landslide
449936,0.3338,0.0002,0.0367,0.4077,0.009,0.000932773,0.3149,0.2153,0.1678,landslide
447124,0.254,0.0002,0.0367,0.4077,0.1484,0.000932773,0.3193,0.095,0.0079,landslide
448758,0.254,0.0002,0.0367,0.1801,0.009,0.000932773,0.3193,0.095,0.2815,landslide
449319,0.254,0.0543,0.0367,0.4077,0.1484,0.000932773,0.3193,0.095,0.1678,landslide
449852,0.254,0.0002,0.0682,0.1801,0.009,0.000932773,0.3193,0.095,0.1678,landslide
453169,0.254,0.0002,0.0682,0.1801,0.009,0.000932773,0.3193,0.095,0.2815,landslide
454270,0.254,0.0002,0.0682,0.4077,0.009,0.000932773,0.3193,0.095,0.2815,landslide
455965,0.254,0.0856,0.0682,0.1801,0.009,0.000932773,0.3149,0.2153,0.1678,landslide
456973,0.254,0.0002,0.0367,0.0032,0.5719,0.2263,0.3193,0.095,0.2815,landslide
460344,0.254,0.0002,0.0367,0.0032,0.1484,0.000932773,0.3193,0.2153,0.1678,landslide
462085,0.0254,0.0856,0.0682,0.0032,0.009,0.0005,0.3149,0.095,0.5389,landslide
462537,0.254,0.0002,0.0367,0.0032,0.1484,0.000932773,0.3193,0.2153,0.2815,landslide
468115,0.254,0.0002,0.0367,0.1801,0.1484,0.0005,0.3193,0.095,0.006,landslide
468652,0.254,0.0856,0.0682,0.4077,0.009,0.0174,0.3193,0.095,0.1678,landslide
469697,0.254,0.0856,0.0367,0.1801,0.009,0.000932773,0.3193,0.2153,0.2815,landslide
477998,0.254,0.0002,0.0367,0.0032,0.1484,0.0005,0.3193,0.095,0.1678,landslide
473001,0.3338,0.0354,0.0367,0.1801,0.009,0.000932773,0.3149,0.2153,0.2815,landslide
476316,0.254,0.0856,0.0682,0.4077,0.1484,0.0174,0.3149,0.2153,0.0873,landslide
476824,0.254,0.0856,0.0367,0.4077,0.0041,0.000932773,0.3193,0.2153,0.1678,landslide
481779,0.254,0.0856,0.0682,0.1801,0.0041,0.000932773,0.3193,0.2153,0.1678,landslide
479555,0.254,0.0856,0.0682,0.0032,0.009,0.000932773,0.3193,0.095,0.0079,landslide
490519,0.254,0.0856,0.0367,0.4077,0.009,0.000932773,0.3193,0.095,0.2815,landslide
483935,0.254,0.0856,0.0682,0.1801,0.1484,0.000932773,0.3193,0.095,0.2815,landslide
484543,0.3338,0.0856,0.0367,0.4077,0.1484,0.000932773,0.3149,0.2153,0.1678,landslide
484547,0.3338,0.0543,0.0367,0.4077,0.1484,0.000932773,0.1381,0.2153,0.1678,landslide
485595,0.254,0.0856,0.0682,0.0032,0.009,0.000932773,0.3149,0.095,0.1678,landslide
488950,0.254,0.0002,0.0682,0.1801,0.1484,0.0174,0.3193,0.2153,0.5389,landslide
490037,0.3338,0.0543,0.0367,0.4077,0.1484,0.000932773,0.3193,0.2153,0.2815,landslide
492219,0.254,0.0002,0.0682,0.4077,0.009,0.000932773,0.3193,0.2153,0.1678,landslide
492720,0.254,0.0002,0.0367,0.1801,0.009,0.000932773,0.3149,0.095,0.2815,landslide
498335,0.0254,0.0856,0.0682,0.0362,0.1484,0.0174,0.3149,0.095,0.006,landslide
498826,0.3338,0.0002,0.0367,0.4077,0.1484,0.000932773,0.1025,0.2153,0.1678,landslide
500398,0.254,0.0002,0.0367,0.1801,0.0041,0.000932773,0.3149,0.095,0.1678,landslide
500502,0.254,0.0002,0.0367,0.0362,0.1484,0.0174,0.0183,0.2153,0.1678,landslide
507067,0.3338,0.0354,0.0367,0.1801,0.1484,0.000932773,0.1025,0.2153,0.2815,landslide
505990,0.254,0.0856,0.0367,0.1801,0.009,0.0174,0.3193,0.2153,0.1678,landslide
507030,0.254,0.0856,0.0682,0.0032,0.009,0.000932773,0.3149,0.095,0.5389,landslide
508160,0.254,0.0856,0.0682,0.4077,0.1484,0.000932773,0.0183,0.2153,0.1678,landslide
510363,0.3338,0.0002,0.0367,0.4077,0.1484,0.000932773,0.0183,0.2153,0.2815,landslide
512534,0.254,0.0856,0.0367,0.4077,0.009,0.000932773,0.3149,0.2153,0.1678,landslide
512540,0.254,0.0543,0.0682,0.0032,0.009,0.000932773,0.3193,0.2153,0.1678,landslide
515795,0.254,0.0543,0.0367,0.0362,0.009,0.000932773,0.3193,0.095,0.006,landslide
519695,0.3338,0.0354,0.0367,0.4077,0.1484,0.000932773,0.1025,0.2153,0.1678,landslide
526851,0.254,0.0856,0.0682,0.0032,0.009,0.0174,0.3149,0.2153,0.006,landslide
529532,0.254,0.0002,0.0682,0.1801,0.009,0.000932773,0.3193,0.095,0.2815,landslide
520784,0.254,0.0543,0.0367,0.4077,0.009,0.000932773,0.3149,0.2153,0.1678,landslide
521387,0.254,0.0543,0.0367,0.4077,0.009,0.0005,0.3149,0.095,0.5389,landslide
527954,0.254,0.0856,0.0367,0.1801,0.009,0.0174,0.0183,0.2153,0.2815,landslide
530087,0.254,0.0002,0.0367,0.0032,0.009,0.000932773,0.3149,0.095,0.5389,landslide
530671,0.254,0.0002,0.0367,0.4077,0.009,0.000932773,0.3149,0.2153,0.5389,landslide
532280,0.254,0.0856,0.0367,0.1801,0.0041,0.000932773,0.3193,0.095,0.006,landslide
532321,0.3338,0.0543,0.0367,0.4077,0.1484,0.000932773,0.2328,0.2153,0.006,landslide
533927,0.254,0.0856,0.0367,0.1801,0.0041,0.2263,0.3193,0.095,0.006,landslide
534489,0.254,0.0002,0.0367,0.4077,0.0041,0.000932773,0.3193,0.2153,0.0079,landslide
534518,0.254,0.0856,0.0682,0.4077,0.1484,0.000932773,0.0183,0.2153,0.1678,landslide
536661,0.254,0.0856,0.0367,0.1801,0.5719,0.2263,0.3149,0.095,0.006,landslide
537212,0.0254,0.0856,0.0682,0.4077,0.5719,0.2263,0.3193,0.095,0.1678,landslide
537214,0.254,0.0002,0.0367,0.4077,0.5719,0.2263,0.3193,0.095,0.2815,landslide
537228,0.0254,0.0856,0.0682,0.1801,0.5719,0.000932773,0.3149,0.095,0.0079,landslide
537850,0.254,0.0856,0.0682,0.0032,0.1484,0.0005,0.0183,0.095,0.006,landslide
540057,0.254,0.0856,0.0367,0.1801,0.1484,0.0005,0.3149,0.095,0.2815,landslide
541653,0.3338,0.0543,0.0367,0.4077,0.1484,0.000932773,0.1381,0.2153,0.1678,landslide
542753,0.3338,0.0354,0.0367,0.4077,0.1484,0.0174,0.1025,0.2153,0.2815,landslide
548281,0.0254,0.0856,0.0367,0.4077,0.1484,0.0005,0.3149,0.095,0.1678,landslide
549370,0.0254,0.0856,0.0682,0.1801,0.1484,0.0174,0.0183,0.2153,0.0873,landslide
550401,0.254,0.0856,0.0367,0.0032,0.0041,0.2263,0.3149,0.095,0.5389,landslide
550409,0.254,0.0002,0.0367,0.0032,0.0041,0.000932773,0.3193,0.095,0.1678,landslide
549895,0.3338,0.0354,0.0367,0.4077,0.1484,0.0174,0.1025,0.2153,0.1678,landslide
553143,0.254,0.0856,0.0367,0.4077,0.009,0.2263,0.3193,0.095,0.2815,landslide
554240,0.254,0.0856,0.0367,0.4077,0.009,0.2263,0.0183,0.095,0.006,landslide
554286,0.3338,0.0354,0.0682,0.4077,0.1484,0.1029,0.1025,0.2153,0.2815,landslide
554868,0.0254,0.0002,0.0367,0.0032,0.1484,0.0005,0.3193,0.095,0.006,landslide
555416,0.0254,0.0002,0.0367,0.0032,0.1484,0.0005,0.3149,0.095,0.1678,landslide
568010,0.254,0.0856,0.0367,0.4077,0.1484,0.000932773,0.1381,0.2153,0.2815,landslide
558119,0.254,0.0002,0.0367,0.4077,0.009,0.000932773,0.3193,0.2153,0.5389,landslide
559223,0.254,0.0002,0.0367,0.4077,0.1484,0.000932773,0.3193,0.2153,0.1678,landslide
564660,0.254,0.0002,0.0367,0.1801,0.009,0.2263,0.3149,0.095,0.0079,landslide
571244,0.254,0.0002,0.0682,0.1801,0.009,0.000932773,0.3193,0.095,0.2815,landslide
565233,0.254,0.0002,0.0367,0.1801,0.009,0.000932773,0.3193,0.095,0.2815,landslide
565785,0.254,0.0543,0.0682,0.1801,0.009,0.000932773,0.3193,0.2153,0.2815,landslide
565812,0.254,0.0856,0.0367,0.1801,0.1484,0.000932773,0.0183,0.2153,0.0079,landslide
569611,0.254,0.0856,0.0367,0.0032,0.009,0.000932773,0.3149,0.095,0.1678,landslide
570173,0.254,0.0543,0.0367,0.4077,0.009,0.000932773,0.2328,0.095,0.1678,landslide
570682,0.254,0.0543,0.0367,0.4077,0.5719,0.2263,0.3149,0.095,0.0873,landslide
570701,0.254,0.0002,0.0367,0.0032,0.009,0.000932773,0.3193,0.095,0.2815,landslide
11200,0.254,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
15574,0.254,0.0856,0.0682,0.1077,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
16662,2.0808,0.0543,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
45241,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
31565,0.3338,0.0543,0.0367,0.1801,0.1484,0.1029,0.3193,0.0511,0.1678,nonelandslide
31570,0.3338,0.0543,0.0367,0.1801,0.009,0.1029,0.3193,0.0511,0.0079,nonelandslide
18326,0.254,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
19959,0.0254,0.0543,0.0367,0.1077,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
21061,0.0254,0.0002,0.0367,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
21624,0.254,0.0002,0.0682,0.0362,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
23278,0.254,0.0856,0.0367,0.0362,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
38599,2.0808,0.0002,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
33222,0.3338,0.0543,0.0367,0.1801,0.009,0.1029,0.3193,0.0511,0.006,nonelandslide
34231,0.0254,0.0543,0.0367,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
35365,0.254,0.0002,0.0682,0.0362,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
36458,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
38638,0.0254,0.0002,0.0682,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
38652,0.254,0.0543,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
40815,2.0808,0.0002,0.0367,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
41374,2.0808,0.0856,0.0682,2.3333,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
43616,0.254,0.0543,0.0682,0.1801,0.1484,0.000932773,0.3193,0.0511,0.5389,nonelandslide
44680,0.0254,0.0856,0.0682,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
45786,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
47979,0.0254,0.0002,0.0367,0.1077,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
48516,0.0254,0.0856,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.0873,nonelandslide
51814,0.0254,0.0543,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
52897,0.254,0.0002,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.0079,nonelandslide
60109,0.254,0.0002,0.0367,0.0032,0.1484,0.0174,0.3193,0.0511,0.0079,nonelandslide
62236,2.0808,0.0002,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
63342,0.0254,0.0002,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
63895,0.254,0.0856,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
66076,0.0254,0.0856,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
74322,2.0808,0.0856,0.0682,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
72749,0.3338,0.0856,0.0367,0.1801,0.009,0.0174,0.3149,0.0511,0.0079,nonelandslide
88626,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
73302,0.3338,0.0354,0.0367,0.0032,0.0041,0.1029,0.1381,0.0511,0.2815,nonelandslide
77621,0.0254,0.0856,0.0367,0.2612,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
77625,0.254,0.0002,0.0367,0.0362,0.0041,0.000932773,0.3149,0.095,0.006,nonelandslide
83136,0.254,0.0543,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
97341,2.0808,0.0002,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
101733,2.0808,0.0856,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
105078,2.0808,0.0856,0.0682,2.3333,0.0041,0.000932773,0.3149,0.095,0.0079,nonelandslide
107827,0.0254,0.0002,0.0367,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
108995,0.254,0.0002,0.0682,0.2612,0.1484,0.0174,0.3149,0.0511,0.0079,nonelandslide
110235,2.0808,0.0543,0.0367,0.2612,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
111059,2.0808,0.0002,0.0682,2.3333,0.009,0.2263,0.3149,0.095,0.1678,nonelandslide
111821,2.0808,0.0543,0.0367,0.2612,0.1484,0.0065,0.3149,0.095,0.5389,nonelandslide
116081,0.254,0.0856,0.0367,0.0362,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
117370,2.0808,0.0002,0.0367,0.0032,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
117681,2.0808,0.0856,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
118785,0.254,0.0856,0.0367,2.3333,0.5719,0.000932773,0.3149,0.095,0.0079,nonelandslide
120646,2.0808,0.0002,0.0367,0.0362,0.1484,0.0174,0.3149,0.095,0.5389,nonelandslide
120103,2.0808,0.0002,0.0682,0.0362,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
120443,0.254,0.0856,0.0682,0.2612,0.5719,0.000932773,0.3149,0.095,0.0079,nonelandslide
120447,0.254,0.0856,0.0367,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
121777,2.0808,0.0543,0.0682,0.0032,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
127533,2.0808,0.0856,0.0367,2.3333,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
124467,2.0808,0.0002,0.0367,0.0362,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
124495,2.0808,0.0002,0.0367,0.2612,0.1484,0.0174,0.3149,0.095,0.5389,nonelandslide
128152,0.254,0.0856,0.0367,0.2612,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
130931,0.3338,0.0856,0.0367,0.0032,0.1484,0.0417,0.0183,0.0511,0.2815,nonelandslide
131364,2.0808,0.0856,0.0367,2.3333,0.009,0.2263,0.3149,0.095,0.0079,nonelandslide
138033,0.254,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.1678,nonelandslide
138849,2.0808,0.0856,0.0367,0.2612,0.5719,0.0005,0.3149,0.095,0.5389,nonelandslide
140400,2.0808,0.0856,0.0367,0.2612,0.1484,0.0174,0.3149,0.095,0.5389,nonelandslide
140964,2.0808,0.0543,0.0367,0.2612,0.009,0.0174,0.3149,0.095,0.0873,nonelandslide
141473,2.0808,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
145721,0.254,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
147344,2.0808,0.0002,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
150413,2.0808,0.0856,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
157541,2.0808,0.0002,0.0682,0.0362,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
161551,2.0808,0.0543,0.0367,2.3333,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
158568,2.0808,0.0354,0.0367,0.2612,0.5719,0.0417,0.0183,0.095,0.5389,nonelandslide
158892,0.254,0.0856,0.0367,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
168134,2.0808,0.0543,0.0367,2.3333,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
164563,2.0808,0.0856,0.0367,0.1077,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
164659,0.0254,0.0002,0.0682,0.1801,0.1484,0.000932773,0.3193,0.095,0.1678,nonelandslide
165483,0.254,0.0002,0.0367,0.2612,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
162085,2.0808,0.0543,0.0682,2.3333,0.1484,0.0174,0.3149,0.095,0.5389,nonelandslide
162661,2.0808,0.0002,0.0367,2.3333,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
162838,0.254,0.0543,0.0682,0.1801,0.1484,0.0417,0.3193,0.095,0.0079,nonelandslide
165061,0.254,0.0002,0.0682,0.0032,0.009,0.000932773,0.3193,0.095,0.1678,nonelandslide
167119,0.254,0.0856,0.0682,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
167675,0.254,0.0002,0.0367,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
167688,0.254,0.0856,0.0367,0.2612,0.1484,0.000932773,0.3149,0.0511,0.1678,nonelandslide
167972,2.0808,0.0002,0.0367,0.0362,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
168408,0.0254,0.0002,0.0367,0.2612,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
168735,2.0808,0.0543,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
171985,2.0808,0.0543,0.0367,2.3333,0.0041,0.2263,0.3149,0.095,0.0079,nonelandslide
172358,2.0808,0.0002,0.0367,0.0032,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
171007,0.3338,0.0543,0.0682,0.0032,0.009,0.1029,0.2328,0.0511,0.2815,nonelandslide
172797,0.0254,0.0002,0.0682,0.2612,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
175380,0.254,0.0856,0.0682,0.2612,0.1484,0.000932773,0.3149,0.0511,0.5389,nonelandslide
179940,2.0808,0.0543,0.0367,0.0362,0.009,0.0005,0.3149,0.095,0.006,nonelandslide
177674,0.254,0.0856,0.0367,0.0362,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
178641,2.0808,0.0856,0.0367,2.3333,0.5719,0.000932773,0.3149,0.095,0.006,nonelandslide
178683,0.254,0.0002,0.0367,0.2612,0.1484,0.000932773,0.3149,0.0511,0.1678,nonelandslide
179119,2.0808,0.0543,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
180310,0.254,0.0002,0.0367,0.1077,0.1484,0.000932773,0.3193,0.0511,0.0079,nonelandslide
181516,0.254,0.0002,0.0682,0.1801,0.1484,0.000932773,0.3149,0.095,0.0079,nonelandslide
183279,0.254,0.0856,0.0367,0.1801,0.009,0.0417,0.3149,0.095,0.006,nonelandslide
183706,0.254,0.0354,0.0367,0.1801,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
186492,0.254,0.0856,0.0682,0.1801,0.1484,0.0005,0.3149,0.095,0.006,nonelandslide
189090,0.254,0.0002,0.0682,0.2612,0.009,0.000932773,0.3149,0.0511,0.2815,nonelandslide
188698,0.254,0.0856,0.0367,0.1801,0.1484,0.0174,0.3149,0.095,0.006,nonelandslide
190958,0.0254,0.0002,0.0682,0.2612,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
191403,0.0254,0.0002,0.0367,0.1801,0.1484,0.000932773,0.3193,0.095,0.1678,nonelandslide
191929,0.0254,0.0543,0.0682,0.0032,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
192588,0.254,0.0002,0.0682,0.1801,0.009,0.0174,0.3149,0.095,0.006,nonelandslide
195896,2.0808,0.0856,0.0682,0.2612,0.009,0.0174,0.0183,0.095,0.2815,nonelandslide
195068,0.0254,0.0002,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
196699,2.0808,0.0543,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
203020,0.254,0.0002,0.0367,0.1801,0.1484,0.0417,0.3193,0.095,0.2815,nonelandslide
205511,0.0254,0.0543,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
206204,0.254,0.0002,0.0682,0.1801,0.1484,0.0417,0.3193,0.095,0.1678,nonelandslide
206322,0.0254,0.0002,0.0367,0.2612,0.1484,0.0174,0.3149,0.095,0.006,nonelandslide
209093,0.254,0.0543,0.0682,0.1801,0.009,0.000932773,0.3149,0.095,0.1678,nonelandslide
209585,0.254,0.0002,0.0367,0.2612,0.5719,0.0174,0.3193,0.095,0.1678,nonelandslide
210038,0.254,0.0002,0.0367,0.1801,0.1484,0.0417,0.3149,0.095,0.0079,nonelandslide
210449,0.254,0.0543,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
213837,0.254,0.0543,0.0367,0.4077,0.009,0.0174,0.3149,0.0511,0.2815,nonelandslide
212833,2.0808,0.0543,0.0682,0.2612,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
214056,2.0808,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
214610,2.0808,0.0002,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
214812,2.0808,0.0002,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
214424,0.254,0.0856,0.0367,0.0362,0.009,0.0417,0.3149,0.095,0.006,nonelandslide
216167,0.0254,0.0856,0.0367,0.2612,0.5719,0.0174,0.3149,0.095,0.1678,nonelandslide
216745,2.0808,0.0543,0.0682,0.2612,0.0041,0.0174,0.0183,0.095,0.1678,nonelandslide
217578,0.254,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
222127,2.0808,0.0856,0.0367,0.0362,0.1484,0.000932773,0.0183,0.095,0.5389,nonelandslide
218390,2.0808,0.0856,0.0367,0.2612,0.5719,0.0174,0.3149,0.095,0.0079,nonelandslide
220482,0.0254,0.0856,0.0682,0.0362,0.1484,0.000932773,0.0183,0.095,0.0079,nonelandslide
223150,0.254,0.0543,0.0367,0.1801,0.1484,0.0174,0.3193,0.0511,0.2815,nonelandslide
223172,0.254,0.0856,0.0682,0.0362,0.1484,0.0174,0.3149,0.0511,0.0079,nonelandslide
221078,2.0808,0.0002,0.0367,0.2612,0.009,0.0174,0.3149,0.095,0.006,nonelandslide
221634,2.0808,0.0543,0.0682,0.1077,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
224386,2.0808,0.0543,0.0682,0.2612,0.0041,0.0005,0.3149,0.095,0.5389,nonelandslide
224886,2.0808,0.0543,0.0367,0.2612,0.1484,0.0005,0.3149,0.095,0.0079,nonelandslide
224942,2.0808,0.0002,0.0367,0.2612,0.5719,0.0417,0.3149,0.095,0.0079,nonelandslide
224984,2.0808,0.0856,0.0682,0.2612,0.5719,0.0174,0.3149,0.095,0.0079,nonelandslide
225264,0.254,0.0002,0.0367,0.0362,0.5719,0.000932773,0.3149,0.095,0.0873,nonelandslide
225320,0.254,0.0856,0.0682,0.1801,0.009,0.000932773,0.3149,0.0511,0.5389,nonelandslide
225520,2.0808,0.0002,0.0682,0.2612,0.5719,0.0174,0.0183,0.095,0.0873,nonelandslide
